"No.","Time","Source","Destination","Protocol","Length","Info"
"17","4.839010","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"18","4.850490","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","88","443  >  52091 Len=26"
"19","5.328753","34.85.166.233","10.0.0.7","TLSv1.2","81","Application Data"
"20","5.377371","10.0.0.7","34.85.166.233","TCP","54","56210  >  443 [ACK] Seq=1 Ack=28 Win=511 Len=0"
"21","5.458171","10.0.0.7","34.85.166.233","TLSv1.2","85","Application Data"
"22","5.632119","34.85.166.233","10.0.0.7","TCP","56","443  >  56210 [ACK] Seq=28 Ack=32 Win=331 Len=0"
"23","5.837370","3.88.126.20","10.0.0.7","TLSv1.2","100","Application Data"
"24","5.837685","3.88.126.20","10.0.0.7","TLSv1.2","85","Encrypted Alert"
"25","5.837685","3.88.126.20","10.0.0.7","TCP","60","443  >  56273 [FIN, ACK] Seq=78 Ack=1 Win=118 Len=0"
"26","5.837841","10.0.0.7","3.88.126.20","TCP","54","56273  >  443 [ACK] Seq=1 Ack=79 Win=513 Len=0"
"27","5.838078","10.0.0.7","3.88.126.20","TCP","54","56273  >  443 [FIN, ACK] Seq=1 Ack=79 Win=513 Len=0"
"28","6.041764","3.88.126.20","10.0.0.7","TCP","60","443  >  56273 [ACK] Seq=79 Ack=2 Win=118 Len=0"
"29","7.475850","10.0.0.7","10.0.0.138","DNS","74","Standard query 0x296e AAAA www.google.com"
"30","7.476082","10.0.0.7","10.0.0.138","DNS","74","Standard query 0x079c A www.google.com"
"31","7.476792","10.0.0.7","10.0.0.138","DNS","74","Standard query 0x96a5 HTTPS www.google.com"
"32","7.490636","10.0.0.138","10.0.0.7","DNS","102","Standard query response 0x296e AAAA www.google.com AAAA 2a00:1450:4028:808::2004"
"33","7.491407","10.0.0.138","10.0.0.7","DNS","90","Standard query response 0x079c A www.google.com A 172.217.22.68"
"34","7.492216","10.0.0.138","10.0.0.7","DNS","99","Standard query response 0x96a5 HTTPS www.google.com HTTPS"
"35","7.495667","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:808::2004","QUIC","1292","Initial, DCID=764fb2c9dbe90590, PKN: 1, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, CRYPTO, PING, PING, PADDING, PING, PADDING, PING, PADDING, CRYPTO"
"36","7.495736","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:808::2004","HTTP3","142","0-RTT, DCID=764fb2c9dbe90590, PKN: 2, STREAM(2), SETTINGS"
"37","7.533224","2a00:1450:4028:808::2004","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","QUIC","1292","Initial, SCID=f64fb2c9dbe90590, PKN: 1, ACK, PADDING"
"38","7.578919","2a00:1450:4028:808::2004","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","HTTP3","1292","Protected Payload (KP0), PKN: 4, STREAM(3), SETTINGS"
"39","7.579906","2a00:1450:4028:808::2004","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","QUIC","861","Protected Payload (KP0), PKN: 5, CRYPTO"
"40","7.580137","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:808::2004","QUIC","141","Handshake, DCID=f64fb2c9dbe90590, PKN: 3, ACK, CRYPTO"
"41","7.580405","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:808::2004","QUIC","93","Protected Payload (KP0), DCID=f64fb2c9dbe90590, PKN: 4, ACK"
"42","7.580614","2a00:1450:4028:808::2004","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","QUIC","227","Protected Payload (KP0), PKN: 6, CRYPTO"
"43","7.581527","2a00:1450:4028:808::2004","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","QUIC","86","Protected Payload (KP0), PKN: 7, ACK"
"44","7.593124","2a00:1450:4028:808::2004","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","QUIC","182","Protected Payload (KP0), PKN: 8, DONE, NT, NCI"
"45","7.593511","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:808::2004","QUIC","93","Protected Payload (KP0), DCID=f64fb2c9dbe90590, PKN: 5, ACK"
"46","7.885226","13.248.151.210","10.0.0.7","TLSv1.2","94","Application Data"
"47","7.887130","10.0.0.7","13.248.151.210","TLSv1.2","96","Application Data"
"48","7.887269","10.0.0.7","13.248.151.210","TLSv1.2","96","Application Data"
"49","7.986676","13.248.151.210","10.0.0.7","TCP","56","443  >  56218 [ACK] Seq=41 Ack=43 Win=180 Len=0"
"50","7.988426","13.248.151.210","10.0.0.7","TCP","56","443  >  56218 [ACK] Seq=41 Ack=85 Win=180 Len=0"
"51","10.139461","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"52","10.238042","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","1285","53700  >  443 Len=1223"
"53","10.238191","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","150","53700  >  443 Len=88"
"54","10.253054","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","91","443  >  53700 Len=29"
"55","10.255208","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","88","443  >  53700 Len=26"
"56","10.255490","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","94","53700  >  443 Len=32"
"57","10.334174","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","132","443  >  53700 Len=70"
"58","10.334594","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","98","53700  >  443 Len=36"
"59","10.334972","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","85","443  >  53700 Len=23"
"60","10.344039","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","95","53700  >  443 Len=33"
"61","10.345132","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","88","443  >  53700 Len=26"
"62","12.595313","fe80::2b8:c2ff:fe99:7d3b","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","ICMPv6","86","Neighbor Solicitation for 2a06:c701:46db:1a00:3579:6b2d:86a0:29fe from 00:b8:c2:99:7d:3b"
"63","12.595519","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","fe80::2b8:c2ff:fe99:7d3b","ICMPv6","86","Neighbor Advertisement 2a06:c701:46db:1a00:3579:6b2d:86a0:29fe (sol, ovr) is at 68:54:5a:8e:ca:bf"
"64","13.149451","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","143","Application Data"
"65","13.199445","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=209 Ack=218 Win=406 Len=0"
"66","13.289161","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","145","Application Data"
"67","13.348699","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","56142  >  443 [ACK] Seq=218 Ack=280 Win=512 Len=0"
"68","15.054636","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.138"
"69","15.054636","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.138"
"70","15.054715","IntelCor_8e:ca:bf","HeightsT_99:7d:3b","ARP","42","10.0.0.7 is at 68:54:5a:8e:ca:bf"
"71","15.059339","10.0.0.138","10.0.0.7","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"72","15.059549","10.0.0.7","10.0.0.138","NBNS","199","Name query response NBSTAT"
"73","16.896304","147.235.31.99","10.0.0.7","TLSv1.2","93","Application Data"
"74","16.896511","10.0.0.7","147.235.31.99","TCP","54","56262  >  443 [ACK] Seq=1 Ack=40 Win=1021 Len=0"
"75","16.896827","147.235.31.99","10.0.0.7","TCP","60","443  >  56262 [FIN, ACK] Seq=40 Ack=1 Win=124 Len=0"
"76","16.896827","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","113","Application Data"
"77","16.896827","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56263 [FIN, ACK] Seq=40 Ack=1 Win=124 Len=0"
"78","16.896827","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","[TCP Retransmission] 443  >  56263 [FIN, ACK] Seq=40 Ack=1 Win=124 Len=0"
"79","16.896961","10.0.0.7","147.235.31.99","TCP","54","56262  >  443 [ACK] Seq=1 Ack=41 Win=1021 Len=0"
"80","16.897131","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","56263  >  443 [ACK] Seq=1 Ack=41 Win=1021 Len=0"
"81","16.914682","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","113","Application Data"
"82","16.914877","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","56264  >  443 [ACK] Seq=1 Ack=40 Win=1021 Len=0"
"83","16.915114","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56264 [FIN, ACK] Seq=40 Ack=1 Win=124 Len=0"
"84","16.915186","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","56264  >  443 [ACK] Seq=1 Ack=41 Win=1021 Len=0"
"85","17.666720","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"86","17.679835","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","89","443  >  52091 Len=27"
"87","18.126323","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"88","18.432165","10.0.0.138","239.255.255.250","SSDP","446","NOTIFY * HTTP/1.1 "
"89","18.432540","10.0.0.138","239.255.255.250","SSDP","518","NOTIFY * HTTP/1.1 "
"90","18.432540","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"91","18.432540","10.0.0.138","239.255.255.250","SSDP","514","NOTIFY * HTTP/1.1 "
"92","18.432540","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"93","18.433255","10.0.0.138","239.255.255.250","SSDP","494","NOTIFY * HTTP/1.1 "
"94","18.433255","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"95","18.433255","10.0.0.138","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 "
"96","18.433255","10.0.0.138","239.255.255.250","SSDP","526","NOTIFY * HTTP/1.1 "
"97","18.433255","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"98","18.433255","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"99","18.636928","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"100","18.636928","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"101","18.636928","10.0.0.138","239.255.255.250","SSDP","526","NOTIFY * HTTP/1.1 "
"102","18.636928","10.0.0.138","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 "
"103","18.636928","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"104","18.637767","10.0.0.138","239.255.255.250","SSDP","494","NOTIFY * HTTP/1.1 "
"105","18.637767","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"106","18.637767","10.0.0.138","239.255.255.250","SSDP","514","NOTIFY * HTTP/1.1 "
"107","18.637767","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"108","18.637767","10.0.0.138","239.255.255.250","SSDP","518","NOTIFY * HTTP/1.1 "
"109","18.637767","10.0.0.138","239.255.255.250","SSDP","446","NOTIFY * HTTP/1.1 "
"110","18.637767","34.85.166.233","10.0.0.7","TLSv1.2","82","Application Data"
"111","18.639282","10.0.0.7","34.85.166.233","TLSv1.2","86","Application Data"
"112","18.844714","34.85.166.233","10.0.0.7","TCP","56","443  >  56210 [ACK] Seq=56 Ack=64 Win=331 Len=0"
"113","21.196847","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","98","443  >  52091 Len=36"
"114","21.197214","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","96","443  >  52091 Len=34"
"115","21.197214","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","190","443  >  52091 Len=128"
"116","21.197401","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","98","443  >  52091 Len=36"
"117","21.197728","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","98","52091  >  443 Len=36"
"118","21.203896","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","320","52091  >  443 Len=258"
"119","21.212845","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","90","443  >  52091 Len=28"
"120","21.215789","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","95","52091  >  443 Len=33"
"121","21.401210","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","161","443  >  52091 Len=99"
"122","21.401816","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","98","52091  >  443 Len=36"
"123","21.413099","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"124","21.617447","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"125","21.633567","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"126","21.721785","10.0.0.7","107.178.240.159","TCP","55","56203  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU]"
"127","21.734330","107.178.240.159","10.0.0.7","TCP","66","443  >  56203 [ACK] Seq=1 Ack=2 Win=409 Len=0 SLE=1 SRE=2"
"128","21.837365","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"129","21.852051","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"130","22.058640","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"131","22.072488","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"132","22.277395","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"133","22.291922","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"134","22.501319","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"135","22.526328","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"136","22.737851","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"137","22.751279","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"138","23.158897","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"139","23.172727","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"140","23.961669","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","219","Application Data"
"141","23.965370","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","174","Application Data"
"142","23.985897","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"143","23.998322","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"144","24.012563","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=425 Ack=318 Win=406 Len=0"
"145","25.602158","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"146","25.616601","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"147","26.314546","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2600:9000:21f8:ce00:1b:1fa2:78c0:93a1","TCP","75","56195  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"148","26.331504","2600:9000:21f8:ce00:1b:1fa2:78c0:93a1","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","86","443  >  56195 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"149","26.418495","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"150","28.830104","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"151","28.844510","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"152","29.246565","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","1082","53700  >  443 Len=1020"
"153","29.259761","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","91","443  >  53700 Len=29"
"154","29.267434","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","95","53700  >  443 Len=33"
"155","29.330682","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","130","443  >  53700 Len=68"
"156","29.330682","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","85","443  >  53700 Len=23"
"157","29.331338","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","98","53700  >  443 Len=36"
"158","29.334729","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:809::200e","UDP","95","53700  >  443 Len=33"
"159","29.342920","2a00:1450:4028:809::200e","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","88","443  >  53700 Len=26"
"160","30.107797","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.138"
"161","30.107797","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.138"
"162","30.107797","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.138"
"163","30.107879","IntelCor_8e:ca:bf","HeightsT_99:7d:3b","ARP","42","10.0.0.7 is at 68:54:5a:8e:ca:bf"
"164","30.111559","10.0.0.138","10.0.0.7","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"165","30.111724","10.0.0.7","10.0.0.138","NBNS","199","Name query response NBSTAT"
"166","30.719960","34.85.166.233","10.0.0.7","TLSv1.2","81","Application Data"
"167","30.721246","10.0.0.7","34.85.166.233","TLSv1.2","85","Application Data"
"168","30.923933","34.85.166.233","10.0.0.7","TCP","56","443  >  56210 [ACK] Seq=83 Ack=95 Win=331 Len=0"
"169","32.563321","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","215","Application Data"
"170","32.563321","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","194","Application Data"
"171","32.563558","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","56142  >  443 [ACK] Seq=318 Ack=686 Win=511 Len=0"
"172","32.567605","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"173","32.614953","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=686 Ack=414 Win=406 Len=0"
"174","32.620610","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","169","Application Data"
"175","32.670603","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=686 Ack=509 Win=406 Len=0"
"176","34.409030","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"177","34.447192","10.0.0.7","13.226.2.61","TCP","55","56268  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"178","34.459386","13.226.2.61","10.0.0.7","TCP","66","443  >  56268 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"179","35.257887","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"180","35.270949","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"181","36.071043","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4025:402::bc","TCP","75","56127  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"182","36.074432","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","202","443  >  52091 Len=140"
"183","36.079421","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","95","52091  >  443 Len=33"
"184","36.142063","2a00:1450:4025:402::bc","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","86","5228  >  56127 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"185","36.290294","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"186","36.308030","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"187","36.523511","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"188","36.537744","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"189","36.743598","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"190","36.757351","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"191","36.970873","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"192","36.984462","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
"193","37.186450","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","52091  >  443 Len=29"
"194","37.201803","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  52091 Len=25"
