"No.","Time","Source","Destination","Protocol","Length","Info"
"43","12.816514","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"44","13.020304","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"45","13.034142","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"46","13.249188","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"47","13.262175","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"48","13.472461","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"49","13.487051","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"50","13.695506","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"51","13.710175","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"52","13.913791","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"53","13.927402","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"54","14.338629","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"55","14.352716","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"56","14.744324","34.85.166.233","10.0.0.7","TLSv1.2","81","Application Data"
"57","14.745594","10.0.0.7","34.85.166.233","TLSv1.2","85","Application Data"
"58","14.948923","34.85.166.233","10.0.0.7","TCP","56","443  >  56306 [ACK] Seq=28 Ack=32 Win=331 Len=0"
"59","15.164106","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"60","15.177684","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"61","16.793151","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"62","16.808914","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"63","17.201932","34.85.166.233","10.0.0.7","TLSv1.2","82","Application Data"
"64","17.202588","10.0.0.7","34.85.166.233","TLSv1.2","86","Application Data"
"65","17.406712","34.85.166.233","10.0.0.7","TCP","56","443  >  56306 [ACK] Seq=56 Ack=64 Win=331 Len=0"
"66","20.033262","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"67","20.048039","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"68","20.889609","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"69","21.504257","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.138"
"70","21.504257","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.138"
"71","21.504257","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.138"
"72","21.504350","IntelCor_8e:ca:bf","HeightsT_99:7d:3b","ARP","42","10.0.0.7 is at 68:54:5a:8e:ca:bf"
"73","21.508357","10.0.0.138","10.0.0.7","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"74","21.508556","10.0.0.7","10.0.0.138","NBNS","199","Name query response NBSTAT"
"75","25.189753","10.0.0.138","239.255.255.250","SSDP","446","NOTIFY * HTTP/1.1 "
"76","25.189753","10.0.0.138","239.255.255.250","SSDP","518","NOTIFY * HTTP/1.1 "
"77","25.189753","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"78","25.189753","10.0.0.138","239.255.255.250","SSDP","514","NOTIFY * HTTP/1.1 "
"79","25.189753","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"80","25.189753","10.0.0.138","239.255.255.250","SSDP","494","NOTIFY * HTTP/1.1 "
"81","25.189753","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"82","25.189753","10.0.0.138","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 "
"83","25.189753","10.0.0.138","239.255.255.250","SSDP","526","NOTIFY * HTTP/1.1 "
"84","25.189753","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"85","25.189753","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"86","25.394016","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"87","25.394016","10.0.0.138","239.255.255.250","SSDP","510","NOTIFY * HTTP/1.1 "
"88","25.394016","10.0.0.138","239.255.255.250","SSDP","526","NOTIFY * HTTP/1.1 "
"89","25.394016","10.0.0.138","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 "
"90","25.394016","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"91","25.394016","10.0.0.138","239.255.255.250","SSDP","494","NOTIFY * HTTP/1.1 "
"92","25.394016","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"93","25.394016","10.0.0.138","239.255.255.250","SSDP","514","NOTIFY * HTTP/1.1 "
"94","25.394016","10.0.0.138","239.255.255.250","SSDP","455","NOTIFY * HTTP/1.1 "
"95","25.394016","10.0.0.138","239.255.255.250","SSDP","518","NOTIFY * HTTP/1.1 "
"96","25.394016","10.0.0.138","239.255.255.250","SSDP","446","NOTIFY * HTTP/1.1 "
"97","26.451248","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"98","26.464761","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"99","26.539190","52.21.48.104","10.0.0.7","TLSv1.2","100","Application Data"
"100","26.539190","52.21.48.104","10.0.0.7","TLSv1.2","85","Encrypted Alert"
"101","26.539438","10.0.0.7","52.21.48.104","TCP","54","56315  >  443 [ACK] Seq=2 Ack=78 Win=510 Len=0"
"102","26.539677","52.21.48.104","10.0.0.7","TCP","60","443  >  56315 [FIN, ACK] Seq=78 Ack=2 Win=122 Len=0"
"103","26.539741","10.0.0.7","52.21.48.104","TCP","54","56315  >  443 [ACK] Seq=2 Ack=79 Win=510 Len=0"
"104","26.540084","10.0.0.7","52.21.48.104","TCP","54","56315  >  443 [FIN, ACK] Seq=2 Ack=79 Win=510 Len=0"
"105","26.724288","52.21.48.104","10.0.0.7","TCP","60","443  >  56315 [ACK] Seq=79 Ack=3 Win=122 Len=0"
"106","27.224919","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2606:4700::6812:996","TCP","75","56278  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"107","27.234705","2606:4700::6812:996","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","86","443  >  56278 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"108","27.646071","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","119","443  >  55079 Len=57"
"109","27.646573","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","97","443  >  55079 Len=35"
"110","27.646573","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","171","443  >  55079 Len=109"
"111","27.648659","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","94","55079  >  443 Len=32"
"112","27.655009","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","322","55079  >  443 Len=260"
"113","27.664646","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","90","443  >  55079 Len=28"
"114","27.671992","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","95","55079  >  443 Len=33"
"115","27.850710","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","162","443  >  55079 Len=100"
"116","27.851442","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","98","55079  >  443 Len=36"
"117","27.863722","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"118","28.079538","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"119","28.094645","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"120","28.179940","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4025:402::bc","TCP","75","56127  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"121","28.249112","2a00:1450:4025:402::bc","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","86","5228  >  56127 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"122","28.314127","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"123","28.325949","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"124","28.527339","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"125","28.541924","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"126","28.749047","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"127","28.763267","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"128","28.876739","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"129","28.974044","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"130","28.988683","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"131","29.198708","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"132","29.212612","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"133","29.622169","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"134","29.623158","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","143","Application Data"
"135","29.636440","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"136","29.671861","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=341 Ack=330 Win=473 Len=0"
"137","29.760903","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","145","Application Data"
"138","29.812877","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","56142  >  443 [ACK] Seq=330 Ack=412 Win=511 Len=0"
"139","30.441565","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"140","30.455635","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"141","32.003979","10.0.0.7","35.82.194.206","TCP","55","56309  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"142","32.071973","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"143","32.083433","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"144","32.254338","35.82.194.206","10.0.0.7","TCP","66","443  >  56309 [ACK] Seq=1 Ack=2 Win=425 Len=0 SLE=1 SRE=2"
"145","32.291023","10.0.0.7","13.248.151.210","TCP","55","56141  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"146","32.368631","13.248.151.210","10.0.0.7","TCP","66","443  >  56141 [ACK] Seq=1 Ack=2 Win=119 Len=0 SLE=1 SRE=2"
"147","33.842835","10.0.0.7","20.199.120.182","TLSv1.2","97","Application Data"
"148","33.909732","20.199.120.182","10.0.0.7","TLSv1.2","228","Application Data"
"149","33.949442","10.0.0.7","20.199.120.182","TCP","54","56063  >  443 [ACK] Seq=44 Ack=175 Win=516 Len=0"
"150","33.952898","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","215","Application Data"
"151","33.956699","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"152","33.974577","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","194","Application Data"
"153","34.004955","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","169","Application Data"
"154","34.005623","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=673 Ack=426 Win=473 Len=0"
"155","34.052342","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=673 Ack=521 Win=473 Len=0"
"156","35.135429","10.0.0.7","54.187.204.31","TCP","55","56314  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU]"
"157","35.292925","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"158","35.307407","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"159","35.360767","54.187.204.31","10.0.0.7","TCP","66","443  >  56314 [ACK] Seq=1 Ack=2 Win=282 Len=0 SLE=1 SRE=2"
"160","36.249508","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.138"
"161","36.249508","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.138"
"162","36.249508","HeightsT_99:7d:3b","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.138"
"163","36.249595","IntelCor_8e:ca:bf","HeightsT_99:7d:3b","ARP","42","10.0.0.7 is at 68:54:5a:8e:ca:bf"
"164","36.253828","10.0.0.138","10.0.0.7","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"165","36.254009","10.0.0.7","10.0.0.138","NBNS","199","Name query response NBSTAT"
"166","36.710869","10.0.0.7","3.93.27.186","TCP","55","56312  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"167","36.964281","3.93.27.186","10.0.0.7","TCP","60","443  >  56312 [ACK] Seq=1 Ack=2 Win=110 Len=0"
"168","37.170833","HeightsT_99:7d:3b","Broadcast","0x1ee4","206","Ethernet II"
"169","37.374139","34.85.166.233","10.0.0.7","TLSv1.2","82","Application Data"
"170","37.374916","10.0.0.7","34.85.166.233","TLSv1.2","86","Application Data"
"171","37.578361","34.85.166.233","10.0.0.7","TCP","56","443  >  56306 [ACK] Seq=84 Ack=96 Win=331 Len=0"
"172","38.705968","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","194","Application Data"
"173","38.705968","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TLSv1.2","190","Application Data"
"174","38.705968","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","190","[TCP Retransmission] 443  >  56142 [PSH, ACK] Seq=793 Ack=521 Win=473 Len=116"
"175","38.706218","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TCP","86","56142  >  443 [ACK] Seq=521 Ack=909 Win=515 Len=0 SLE=793 SRE=909"
"176","38.731676","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","169","Application Data"
"177","38.747878","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","167","Application Data"
"178","38.778858","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=909 Ack=616 Win=473 Len=0"
"179","38.795577","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","74","443  >  56142 [ACK] Seq=909 Ack=709 Win=473 Len=0"
"180","39.632512","10.0.0.7","23.20.115.37","TCP","55","56317  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"181","39.663650","10.0.0.7","13.248.151.210","TCP","55","56218  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1 [TCP segment of a reassembled PDU]"
"182","39.762117","13.248.151.210","10.0.0.7","TCP","66","443  >  56218 [ACK] Seq=1 Ack=2 Win=180 Len=0 SLE=1 SRE=2"
"183","39.785266","23.20.115.37","10.0.0.7","TCP","66","443  >  56317 [ACK] Seq=1 Ack=2 Win=254 Len=0 SLE=1 SRE=2"
"184","39.934176","34.85.166.233","10.0.0.7","TLSv1.2","81","Application Data"
"185","39.935672","10.0.0.7","34.85.166.233","TLSv1.2","85","Application Data"
"186","40.138180","34.85.166.233","10.0.0.7","TCP","56","443  >  56306 [ACK] Seq=111 Ack=127 Win=331 Len=0"
"187","41.497536","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2600:9000:21f8:ce00:1b:1fa2:78c0:93a1","TCP","75","56195  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"188","41.510548","2600:9000:21f8:ce00:1b:1fa2:78c0:93a1","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","86","443  >  56195 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"189","41.719636","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:802::200a","UDP","91","55079  >  443 Len=29"
"190","41.736762","2a00:1450:4028:802::200a","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","UDP","87","443  >  55079 Len=25"
"191","43.553607","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:803::2013","TCP","75","56300  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"192","43.564549","2a00:1450:4028:803::2013","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","TCP","86","443  >  56300 [ACK] Seq=1 Ack=2 Win=351 Len=0 SLE=1 SRE=2"
"193","45.029055","10.0.0.7","107.178.240.159","TCP","55","[TCP Keep-Alive] 56203  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"194","45.040191","107.178.240.159","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  56203 [ACK] Seq=1 Ack=2 Win=486 Len=0 SLE=1 SRE=2"
"195","50.736273","10.0.0.7","20.199.58.43","TCP","54","56319  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"196","51.073059","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a06:c701:46db:1a00::1","DNS","116","Standard query 0x1fd8 A weathermapdata.blob.core.windows.net"
