"No.","Time","Source","Destination","Protocol","Length","Info"
"4630","91.875770","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#156] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3725039 SRE=3730607 SLE=3713903 SRE=3722255 SLE=3704159 SRE=3711119 SLE=3694415 SRE=3702767"
"4631","91.876086","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4632","91.876086","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4633","91.876086","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4634","91.876086","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4635","91.876086","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4636","91.876086","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4637","91.876264","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#157] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3725039 SRE=3731999 SLE=3713903 SRE=3722255 SLE=3704159 SRE=3711119 SLE=3694415 SRE=3702767"
"4638","91.876377","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#158] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3734783 SRE=3741743 SLE=3725039 SRE=3731999 SLE=3713903 SRE=3722255 SLE=3704159 SRE=3711119"
"4639","91.876702","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4640","91.876702","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4641","91.876702","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4642","91.876702","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4643","91.876829","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#159] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3734783 SRE=3744527 SLE=3725039 SRE=3731999 SLE=3713903 SRE=3722255 SLE=3704159 SRE=3711119"
"4644","91.876908","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#160] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3752879 SRE=3755663 SLE=3734783 SRE=3744527 SLE=3725039 SRE=3731999 SLE=3713903 SRE=3722255"
"4645","91.877669","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4646","91.877669","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4647","91.877669","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4648","91.877669","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4649","91.877669","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4650","91.877669","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4651","91.877885","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#161] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3752879 SRE=3762623 SLE=3734783 SRE=3744527 SLE=3725039 SRE=3731999 SLE=3713903 SRE=3722255"
"4652","91.877941","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#162] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3779327 SRE=3780719 SLE=3752879 SRE=3762623 SLE=3734783 SRE=3744527 SLE=3725039 SRE=3731999"
"4653","91.878063","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4654","91.878063","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4655","91.878063","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4656","91.878063","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4657","91.878063","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4658","91.878063","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4659","91.878233","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#163] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3779327 SRE=3786287 SLE=3752879 SRE=3762623 SLE=3734783 SRE=3744527 SLE=3725039 SRE=3731999"
"4660","91.878277","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#164] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3808559 SRE=3811343 SLE=3779327 SRE=3786287 SLE=3752879 SRE=3762623 SLE=3734783 SRE=3744527"
"4661","91.878394","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4662","91.878394","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4663","91.878394","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4664","91.878503","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#165] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3808559 SRE=3815519 SLE=3779327 SRE=3786287 SLE=3752879 SRE=3762623 SLE=3734783 SRE=3744527"
"4665","91.878618","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4666","91.878618","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4667","91.878673","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#166] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3836399 SRE=3839183 SLE=3808559 SRE=3815519 SLE=3779327 SRE=3786287 SLE=3752879 SRE=3762623"
"4668","91.878911","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4669","91.878911","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4670","91.878911","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4671","91.879022","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#167] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3836399 SRE=3843359 SLE=3808559 SRE=3815519 SLE=3779327 SRE=3786287 SLE=3752879 SRE=3762623"
"4672","91.879724","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4673","91.879724","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4674","91.879724","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4675","91.879824","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#168] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519 SLE=3779327 SRE=3786287 SLE=3752879 SRE=3762623"
"4676","91.879903","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#169] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3862847 SRE=3865631 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519 SLE=3779327 SRE=3786287"
"4677","91.880018","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4678","91.880018","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4679","91.880107","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#170] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519 SLE=3779327 SRE=3786287"
"4680","91.880245","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4681","91.880295","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#171] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3872591 SRE=3873983 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519"
"4682","91.880807","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4683","91.880807","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4684","91.880863","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#172] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3872591 SRE=3876767 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519"
"4685","91.880971","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4686","91.881035","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#173] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3872591 SRE=3878159 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519"
"4687","91.881216","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4688","91.881216","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4689","91.881216","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4690","91.881321","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#174] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3872591 SRE=3880943 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751 SLE=3808559 SRE=3815519"
"4691","91.881393","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#175] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3890687 SRE=3892079 SLE=3872591 SRE=3880943 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751"
"4692","91.881815","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4693","91.881815","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4694","91.881815","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4695","91.881815","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4696","91.881815","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4697","91.881971","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#176] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943 SLE=3862847 SRE=3868415 SLE=3836399 SRE=3844751"
"4698","91.882032","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#177] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3918527 SRE=3921311 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943 SLE=3862847 SRE=3868415"
"4699","91.882107","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4700","91.882107","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4701","91.882107","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4702","91.882170","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#178] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3918527 SRE=3925487 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943 SLE=3862847 SRE=3868415"
"4703","91.882331","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4704","91.882331","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4705","91.882385","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#179] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943 SLE=3862847 SRE=3868415"
"4706","91.882640","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"4707","91.882640","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4708","91.882720","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#180] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3947759 SRE=3950543 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4709","91.882947","157.240.195.56","10.0.0.7","TLSv1.3","1446","Continuation Data"
"4710","91.883014","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#181] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3947759 SRE=3951935 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4711","91.883590","157.240.195.56","10.0.0.7","TLSv1.3","1222","[TCP Window Full] , Continuation Data"
"4712","91.883649","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#182] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4713","91.902450","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3495359 Ack=1156 Win=68864 Len=1392"
"4714","91.902579","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#183] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3496751 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4715","91.902766","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3496751 Ack=1156 Win=68864 Len=1392"
"4716","91.902855","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#184] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3498143 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4717","91.903007","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3498143 Ack=1156 Win=68864 Len=1392"
"4718","91.903007","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3499535 Ack=1156 Win=68864 Len=1392"
"4719","91.903112","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#185] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3527375 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4720","91.904261","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3527375 Ack=1156 Win=68864 Len=1392"
"4721","91.904326","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#186] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3560783 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4722","91.909273","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3560783 Ack=1156 Win=68864 Len=1392"
"4723","91.909357","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#187] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3562175 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4724","91.909520","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3562175 Ack=1156 Win=68864 Len=1392"
"4725","91.909520","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3563567 Ack=1156 Win=68864 Len=1392"
"4726","91.909590","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#188] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3569135 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4727","91.909808","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3569135 Ack=1156 Win=68864 Len=1392"
"4728","91.909808","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3570527 Ack=1156 Win=68864 Len=1392"
"4729","91.909856","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#189] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3588623 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4730","91.911708","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3588623 Ack=1156 Win=68864 Len=1392"
"4731","91.911763","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#190] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3590015 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4732","91.911975","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3590015 Ack=1156 Win=68864 Len=1392"
"4733","91.912032","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#191] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3598367 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4734","91.913232","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3598367 Ack=1156 Win=68864 Len=1392"
"4735","91.913232","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3599759 Ack=1156 Win=68864 Len=1392"
"4736","91.913232","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3609503 Ack=1156 Win=68864 Len=1392"
"4737","91.913299","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#192] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3609503 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4738","91.913338","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#193] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3619247 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4739","91.913548","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3619247 Ack=1156 Win=68864 Len=1392"
"4740","91.913548","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3626207 Ack=1156 Win=68864 Len=1392"
"4741","91.913619","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#194] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3626207 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4742","91.913706","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#195] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3628991 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4743","91.913796","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3628991 Ack=1156 Win=68864 Len=1392"
"4744","91.913827","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#196] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3630383 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4745","91.914270","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3630383 Ack=1156 Win=68864 Len=1392"
"4746","91.914314","10.0.0.7","157.240.195.56","TCP","90","[TCP Dup ACK 3913#197] 56331  >  443 [ACK] Seq=1156 Ack=2903759 Win=1049344 Len=0 SLE=2905151 SRE=3642911 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255"
"4747","91.920259","157.240.195.56","10.0.0.7","TLSv1.3","1446","[TCP Fast Retransmission] , Continuation Data"
"4748","91.923523","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1156 Ack=3642911 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4749","91.924091","10.0.0.7","157.240.195.56","TLSv1.3","89","Application Data"
"4750","91.924166","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3642911 Ack=1156 Win=68864 Len=1392"
"4751","91.924381","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3644303 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4752","91.924505","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3644303 Ack=1156 Win=68864 Len=1392"
"4753","91.924636","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3652655 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4754","91.924679","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3652655 Ack=1156 Win=68864 Len=1392"
"4755","91.924792","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3661007 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4756","91.924842","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3661007 Ack=1156 Win=68864 Len=1392"
"4757","91.924842","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3662399 Ack=1156 Win=68864 Len=1392"
"4758","91.925030","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3681887 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4759","91.925093","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3681887 Ack=1156 Win=68864 Len=1392"
"4760","91.925182","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3690239 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4761","91.925225","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3690239 Ack=1156 Win=68864 Len=1392"
"4762","91.925274","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3691631 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4763","91.925325","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3691631 Ack=1156 Win=68864 Len=1392"
"4764","91.925325","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3693023 Ack=1156 Win=68864 Len=1392"
"4765","91.925438","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3702767 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4766","91.925471","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3702767 Ack=1156 Win=68864 Len=1392"
"4767","91.925544","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3711119 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4768","91.925577","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3711119 Ack=1156 Win=68864 Len=1392"
"4769","91.925577","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3712511 Ack=1156 Win=68864 Len=1392"
"4770","91.925673","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3722255 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4771","91.925700","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3722255 Ack=1156 Win=68864 Len=1392"
"4772","91.925730","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3723647 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4773","91.925751","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3723647 Ack=1156 Win=68864 Len=1392"
"4774","91.925826","10.0.0.7","157.240.195.56","TCP","90","56331  >  443 [ACK] Seq=1191 Ack=3731999 Win=1049344 Len=0 SLE=3947759 SRE=3953103 SLE=3918527 SRE=3928271 SLE=3890687 SRE=3896255 SLE=3872591 SRE=3880943"
"4775","91.925946","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [ACK] Seq=3731999 Ack=1156 Win=68864 Len=1392"
"4776","91.925946","157.240.195.56","10.0.0.7","TCP","1446","[TCP Out-Of-Order] 443  >  56331 [PSH, ACK] Seq=3733391 Ack=1156 Win=68864 Len=1392"
"4777","91.926035","2a06:c701:46db:1a00:3579:6b2d:86a0:29fe","2a00:1450:4028:801::200e","QUIC","91","Protected Payload (KP0), DCID=df3b20c0e5c54f86, PKN: 10, PADDING, PING"
