"No.","Time","Source","Destination","Protocol","Length","Info"
"15411","67.472096","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15412","67.472161","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002::d","UDP","100","61400  >  443 Len=38"
"15413","67.473053","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15414","67.473053","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15415","67.473053","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15416","67.473596","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15417","67.473596","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15418","67.473596","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15419","67.473596","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15420","67.473596","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15421","67.473596","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15422","67.473702","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002::d","UDP","100","61400  >  443 Len=38"
"15423","67.473839","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15424","67.473839","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15425","67.473839","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15426","67.474068","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15427","67.474806","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15428","67.474806","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15429","67.474806","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15430","67.474806","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15431","67.474806","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15432","67.474806","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15433","67.474996","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002::d","UDP","100","61400  >  443 Len=38"
"15434","67.475313","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15435","67.475313","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15436","67.475313","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15437","67.475313","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15438","67.475313","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
"15439","67.475565","2a06:c700:2002::d","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","1292","443  >  61400 Len=1230"
